original_path,destination_path,source_sha256,destination_sha256,role,disposition,reason,verification
"docs/validation/localization-2026-09-08/acceptance.json","src/rosy_control/docs/validation/localization-2026-09-08/acceptance.json","611a5f0c889ac339f7c0094939e0ac9362acb456e9672dd99634f0ce9b89710f","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/localization-2026-09-08/amcl.log","src/rosy_control/docs/validation/localization-2026-09-08/amcl.log","9688c4b73c7692f1787a9394ffbf86df4b09064a52e3a1e453d1ae2d6b129123","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/localization-2026-09-08/bridge.log","src/rosy_control/docs/validation/localization-2026-09-08/bridge.log","ac54aa6552e0fc1e0397780ff2cc47db8d1600255da2d97597ab46b0bdfba50c","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/localization-2026-09-08/gazebo.log","src/rosy_control/docs/validation/localization-2026-09-08/gazebo.log","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/localization-2026-09-08/goal.log","src/rosy_control/docs/validation/localization-2026-09-08/goal.log","e60b38e62816315cb1f220dae48869f6afac2a007079e285f2f58fd447b86733","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/localization-2026-09-08/lifecycle.log","src/rosy_control/docs/validation/localization-2026-09-08/lifecycle.log","850eca89c6a2103ba2103b75a97125a71b719be29cd5d0d5624c48453dfba78e","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/localization-2026-09-08/localization.png","src/rosy_control/docs/validation/localization-2026-09-08/localization.png","b07f7d6b54c715ae9ca922ea2bd1f84da3f000a46a4ae506ecb65fe2cd94c296","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/localization-2026-09-08/map.log","src/rosy_control/docs/validation/localization-2026-09-08/map.log","1e34e7a8ce67ee92551e9cc9782a939adc7406d48c21fe6306f6326804811c3e","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/localization-2026-09-08/metrics.json","src/rosy_control/docs/validation/localization-2026-09-08/metrics.json","5f147b2c5a5c011f6bc09126ffdbe29039f64c8fc0f4363c673acbcd2c17e3a0","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/localization-2026-09-08/monitor.log","src/rosy_control/docs/validation/localization-2026-09-08/monitor.log","5bd78fbb3df52b7a0b35eaba9b14cde9f3ce970c781d8918d6e3c1b7287592f5","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/localization-2026-09-08/rig.log","src/rosy_control/docs/validation/localization-2026-09-08/rig.log","c802eb98311de2bbce8ae11848eeb02e9cb7fc0d126f23fbf87b7d182078fb9f","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/localization-2026-09-08/run_manifest.json","src/rosy_control/docs/validation/localization-2026-09-08/run_manifest.json","d52dd52ee1a7bf3f82085f21a6a0beb7c9bb3146b75c7532e8b348fc943e5ad1","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/localization-2026-09-08/safety.log","src/rosy_control/docs/validation/localization-2026-09-08/safety.log","4b9c0e50637b76f99408e562785200d7a9c38c059b09da989516caf80fecf31e","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/localization-2026-09-08/samples.jsonl","src/rosy_control/docs/validation/localization-2026-09-08/samples.jsonl","8ba7bdb1f967033fa74992ae700cebab64ea2f98315a0516d19759c7c989b35b","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/.gitattributes","src/rosy_control/docs/validation/mapping-finish-2026-09-08/.gitattributes","0f04790f922758e7e2625c45cdc9e72091a75744fdb652579d6fc9429bf751b4","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/README.md","src/rosy_control/docs/validation/mapping-finish-2026-09-08/README.md","1c545070bf121b28c5edc9f09e571385d829466d90efb22e1f021f5109f5e32f","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/baseline/run_manifest.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/baseline/run_manifest.json","49ae0e230ad5332855341898dc9f38fa008a508a81e1935ffd8fbad76829633a","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/baseline/safety.log","src/rosy_control/docs/validation/mapping-finish-2026-09-08/baseline/safety.log","bbdea6ee9384ad59a07042707d4cba38c0c430c115b2627b6a93409a1362fdcd","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/baseline/stack.log","src/rosy_control/docs/validation/mapping-finish-2026-09-08/baseline/stack.log","edad327ab1a159940ee8a3419b30adb19385166d2e2ad05c5b55da0a3a252e5c","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/baseline/track_identity.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/baseline/track_identity.json","3c45cc1baded9ac0cc0f3155a1c6ac82f5f18fea9e3c3d0d6e133306efd1c7d8","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/baseline/track_last_status.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/baseline/track_last_status.json","b2588260b93ee3c91f8672e4433d5969c53d13cc9af841c2684d417becdd7150","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/baseline/track_map.npz","src/rosy_control/docs/validation/mapping-finish-2026-09-08/baseline/track_map.npz","c58282767f347b8f806d1d3822fdeb4496086a31ad700ece21dbda064897ae31","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/baseline/track_map.pgm","src/rosy_control/docs/validation/mapping-finish-2026-09-08/baseline/track_map.pgm","6440fde2dea41509c970df848b13894c0ab8cf74f2e344edeeddb20af0d1ee9a","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/baseline/track_map.yaml","src/rosy_control/docs/validation/mapping-finish-2026-09-08/baseline/track_map.yaml","0ef39afb04526974a06e6b6687960d416483f27f30863b53aed9ce0343b865c9","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/baseline/track_map_audit.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/baseline/track_map_audit.json","b2243b93fd8087dc9f612f2411996d3e464cf19c4ce8c04cc3ab9c8633cbdbb2","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/baseline/track_map_quality.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/baseline/track_map_quality.json","5104837e93612597e71160cce877583babdfd060e8ba906d7af55a18ebf87dba","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/baseline/track_result.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/baseline/track_result.json","d299b466a80c2dbffcbbb10f15286384ac199c96a3112a973b56bbd07d8cd4da","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/baseline/track_result.png","src/rosy_control/docs/validation/mapping-finish-2026-09-08/baseline/track_result.png","0afa1987c0d2f9e4b99ba8e1a46e1dc6f8523548730b8652ac635ca0b5101994","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/baseline/track_samples.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/baseline/track_samples.json","0d2113e4f568c353e4fc5057f630640e1b06dc6f1291ba34faf36e0b1af43a5c","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/baseline/wander.log","src/rosy_control/docs/validation/mapping-finish-2026-09-08/baseline/wander.log","5a72ae681aea8e39a28328c0ad3bbc43d2024ae748e5907b89e861eaed1bbf29","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v2-timing-failure/calibration.log","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v2-timing-failure/calibration.log","b2b43998699dea0e2f48d45dbe0478193e647c647dd3fd14bc2ff9eeac4b8c42","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v2-timing-failure/run_manifest.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v2-timing-failure/run_manifest.json","8cdca11f3a6ef328f24194f2a30da03e4d74cc364190ec03aece198eb0a6cad3","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v2-timing-failure/safety.log","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v2-timing-failure/safety.log","ec7550da165511e19062c5127fe5eaa529ec26daf0da497420d33cfeda8d7ac1","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v2-timing-failure/stack.log","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v2-timing-failure/stack.log","35864bb6703c5c99570c05019f0b2bddde1e6adfec1df465d50fcc416415919f","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track.sdf","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track.sdf","44669806e11189dcb3b97059fd21a4ea586339b228e406d0bf8333cb26240462","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track_identity.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track_identity.json","3c45cc1baded9ac0cc0f3155a1c6ac82f5f18fea9e3c3d0d6e133306efd1c7d8","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track_last_status.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track_last_status.json","494609dc7ac376b2dc0db336cded01198c757e798b4db5a527b107270621b14e","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track_map.npz","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track_map.npz","fa259be76170bc8e7bd3054c4f70b762fc683cb4b3ebaee405be95607bc35eda","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track_map.pgm","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track_map.pgm","1064e3dad11417dbdf026a09ff326604c51f7db9fb18ab0f331fae75853d8b35","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track_map.yaml","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track_map.yaml","8798e376e4efe94752babcf45066aac35b853063dd3e9cfa8a71fb7a45f5cb5a","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track_map_quality.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track_map_quality.json","b4ffb71dbc2245a164ec6e57f5528f37a07c4d27184b45aee20f0bc9eb2de41a","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track_result.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track_result.json","2e552e3c26e3a0f8e10bc2af27e3ec279703f3887e9662f3789e170dcf5949c8","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track_samples.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v2-timing-failure/track_samples.json","ca85706019af906caf1705495f21fc5a98c713371f4b72e9d4440330057eea83","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v3-circle-corner/run_manifest.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v3-circle-corner/run_manifest.json","b29600f05e6997f4ee9e02bb626a761c20a6aad29da0448c13a508392c3381e5","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v3-circle-corner/safety.log","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v3-circle-corner/safety.log","c32dee86ceb63d5b8306898826d1ddffecb7e4ae24fec133a180c8399ee1e202","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v3-circle-corner/stack.log","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v3-circle-corner/stack.log","15861ed0e929aeedd2f09d54c218878c71309e8daa26991e18f15571e29246e4","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track.sdf","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track.sdf","44669806e11189dcb3b97059fd21a4ea586339b228e406d0bf8333cb26240462","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track_identity.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track_identity.json","3c45cc1baded9ac0cc0f3155a1c6ac82f5f18fea9e3c3d0d6e133306efd1c7d8","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track_last_status.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track_last_status.json","65f4c5db1109f04ee96b62f2440064e2048b604c001ba2ccbb7dac618ac4bfdb","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track_map.npz","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track_map.npz","d100cd86162209c338c2515f9e37838f78c49e3ea8c68b22989893f8061fc0db","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track_map.pgm","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track_map.pgm","086426524c757cd23a8bb7243dd45ffd066eb20e7011a45e117420b87fdd2e1b","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track_map.yaml","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track_map.yaml","44cc429c961bd553cac82f450e192b1625ddf393b9215ba54a5e9e9c12133df3","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track_map_quality.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track_map_quality.json","764a984f723438c08262b112527eeb88664368ff73ea2c086ef76732718e42a3","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track_result.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track_result.json","3ab23e8e140b18067c39d1f7f95497202d400f6bbfe55b531cfc857597f66497","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track_samples.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v3-circle-corner/track_samples.json","e8ca29bcec9cb006c80f01e39918f2b587f826aa59ea054541b8d5028ba9dbcd","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v3-circle-corner/wander.log","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v3-circle-corner/wander.log","6d1986a5c84617fd8f3a197fa7c54ace75b41efd3d70a6a08138bd85888ea1ff","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/calibration.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/calibration.json","d7f6bfd308f3241ccc4c5f5be5e84c240f2941a6408e1bad4977f956a3f3e21c","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/goal.log","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/goal.log","acd4902f1069878b7620d122922ed71f05be0070e731c69eb07208e59e4a5085","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/run_manifest.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/run_manifest.json","158108ffb673b58ab7a431c8b7596bf29df25ada0afb02330d210f78427ab983","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/safety.log","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/safety.log","5a902ba13b8a8888ccfa1d66312ba09d76948995f08138a52a73a23328622da6","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/stack.log","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/stack.log","caec862295920f8828231c2853c729c34a21ade63dd902b7517c80c7e85e1e5c","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_footprint_audit.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_footprint_audit.json","b58fd02b3be7fcb86609974ea5a70feea35195f0bf8d262ecfc63e20cdc7f2e8","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_identity.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_identity.json","3c45cc1baded9ac0cc0f3155a1c6ac82f5f18fea9e3c3d0d6e133306efd1c7d8","3c45cc1baded9ac0cc0f3155a1c6ac82f5f18fea9e3c3d0d6e133306efd1c7d8","documentation","copied","T1 package, test, required fixture, or operating source","OS-local pytest and package ownership checks"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_last_status.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_last_status.json","49a8e88e0011ae111593d353658bb8cea399e56a158bdb31053f1f4f6a2652b0","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_map.npz","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_map.npz","6c5cd2b8cffe2f58195078f3f20a3c366506196be7597fac0b46a5108026423c","6c5cd2b8cffe2f58195078f3f20a3c366506196be7597fac0b46a5108026423c","documentation","copied","T1 package, test, required fixture, or operating source","OS-local pytest and package ownership checks"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_map.pgm","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_map.pgm","c3f495fcfdaafe413b3d99a29509dd4af48677c05fb207d64da91a622232021f","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_map.yaml","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_map.yaml","52ce72a7c1209111d22f6a76c68c0210d0ee2a456ccdede51e2bf75fcee98eb6","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_map_audit.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_map_audit.json","14ba707a1480b65522bbbc358c1d5efef380c62e5a0be4cd9517dec0a8fe881d","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_map_quality.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_map_quality.json","096c9a1ec1e205534bcfa5dba104b0b81b869461946ed5fb689093404b5c638d","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_odometry.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_odometry.json","2932a0e49f33c93d381ed50cc5687ecafa83969fe86e013a1020163234a21e40","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_result.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_result.json","8ca260a2e4eeafe9846e1f3db4bf78e0cd24bd7bb861ec407e0c819fe47942dd","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_result.png","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_result.png","8996077f94f8478d0b54208da5ee32308306b9a76eac10456c5f8275340e217e","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_samples.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/track_samples.json","bd282329c7e78ad14b4fe65c5956e41dc21e22574866906672559d3622d839ce","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/wander.log","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v4-polygon-planner/wander.log","4d42199dfb8243f21c78f4dc4d6d430cba322682cd08742109a22ef41e6318e8","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v5-forward-escape/calibration.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v5-forward-escape/calibration.json","2c3f4033014ac7a9800b85d7a1f8901d66a63482508d4929fa9aa79d4193739b","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v5-forward-escape/corner_scan.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v5-forward-escape/corner_scan.json","3b368b20ba3c017b885fc5460fc5627ff0cc8d7435588414dff0361ed38cf1f0","3b368b20ba3c017b885fc5460fc5627ff0cc8d7435588414dff0361ed38cf1f0","documentation","copied","T1 package, test, required fixture, or operating source","OS-local pytest and package ownership checks"
"docs/validation/mapping-finish-2026-09-08/v5-forward-escape/goal.log","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v5-forward-escape/goal.log","7c09a0c410fc660ee6eb0ef9b715cd9cb1c2d5764bd5a1bd93bcb397889b0f74","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v5-forward-escape/run_manifest.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v5-forward-escape/run_manifest.json","5313161b5f63be49fc9e5b299333ea9e5f25fd5ccd54d4cdb63d842cd6542e9d","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v5-forward-escape/safety.log","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v5-forward-escape/safety.log","00b48de6879ad41cc19f9c44da1820a3040bb8a259ed75d06a696b5dfb7d5161","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v5-forward-escape/stack.log","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v5-forward-escape/stack.log","c4ede73b0020ff49bd3f70efe1620196fc608a42a43139c39514b9fc980836ef","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v5-forward-escape/track_footprint_audit.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v5-forward-escape/track_footprint_audit.json","4141d10fe18f4209606754dff6a5eb238f4eef6cb5b5beae1db755672530143d","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v5-forward-escape/track_identity.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v5-forward-escape/track_identity.json","3c45cc1baded9ac0cc0f3155a1c6ac82f5f18fea9e3c3d0d6e133306efd1c7d8","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v5-forward-escape/track_last_status.json","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v5-forward-escape/track_last_status.json","c27c5d614309132caf957c5bc9afac7e9eb686b85df4800b305c487dea36c507","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
"docs/validation/mapping-finish-2026-09-08/v5-forward-escape/track_map.npz","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v5-forward-escape/track_map.npz","2f4a46e08981bb9468f6722b5c92e54a75aa780a100209c177c624d274ba30e9","2f4a46e08981bb9468f6722b5c92e54a75aa780a100209c177c624d274ba30e9","documentation","copied","T1 package, test, required fixture, or operating source","OS-local pytest and package ownership checks"
"docs/validation/mapping-finish-2026-09-08/v5-forward-escape/track_map.pgm","src/rosy_control/docs/validation/mapping-finish-2026-09-08/v5-forward-escape/track_map.pgm","e6e34e5659a1b608620b2991e2b441b5b728707694c9a4f44a5168511c9f2e82","","documentation","deferred","Not required by T1 independent package baseline; review in later parity task","T5/T7 parity inventory review"
